day,month,hour,x,y,type,pressure
10,03,1200,728,70,H,1023
10,03,1200,298,126,H,1025
10,03,1200,766,270,H,1020
10,03,1200,27,383,H,1023
17,03,1200,781,23,L,1014
17,03,1200,506,142,L,1009
17,03,1200,793,148,L,1013
17,03,1200,255,235,L,979
17,03,1200,252,312,L,974
17,03,1200,5,304,L,1007
17,03,1200,178,441,L,990
17,03,1200,521,534,L,1016
17,03,1200,589,11,H,1022
17,03,1200,93,91,H,1024
17,03,1200,723,79,H,1021
17,03,1200,431,140,H,1028
17,03,1200,613,372,H,1025
17,03,1200,338,534,H,1022
24,03,1200,372,68,L,996
24,03,1200,541,84,L,993
24,03,1200,71,224,L,1005
24,03,1200,460,213,L,992
24,03,1200,202,252,L,997
24,03,1200,610,285,L,1006
24,03,1200,298,277,L,1003
24,03,1200,523,498,L,1003
24,03,1200,485,503,L,1003
24,03,1200,794,35,H,1007
24,03,1200,19,73,H,1030
24,03,1200,249,95,H,1032
24,03,1200,730,364,H,1021
24,03,1200,148,455,H,1039
31,03,1200,748,137,L,1016
31,03,1200,407,155,L,999
31,03,1200,507,192,L,998
31,03,1200,427,335,L,987
31,03,1200,120,454,L,995
31,03,1200,391,51,H,1012
31,03,1200,237,146,H,1042
31,03,1200,753,261,H,1021
31,03,1200,367,370,H,981
07,03,1200,787,43,L,1007
07,03,1200,704,89,L,1014
07,03,1200,172,254,L,972
07,03,1200,618,276,L,1014
07,03,1200,391,398,L,997
07,03,1200,787,332,H,1022
14,03,1200,375,150,L,971
14,03,1200,790,95,L,1011
14,03,1200,620,189,L,1016
14,03,1200,317,370,L,989
14,03,1200,159,416,L,981
14,03,1200,240,395,L,993
14,03,1200,102,468,L,987
14,03,1200,149,463,L,987
14,03,1200,49,284,H,1021
14,03,1200,565,416,H,1020
21,03,1200,762,184,L,1011
21,03,1200,302,192,L,959
21,03,1200,527,532,L,1008
21,03,1200,283,517,L,1034
21,03,1200,593,44,H,1026
21,03,1200,173,436,H,1033
28,03,1200,393,35,L,999
28,03,1200,72,290,L,1012
28,03,1200,386,279,L,967
28,03,1200,408,320,L,963
28,03,1200,725,356,H,1021
28,03,1200,82,506,H,1031
05,03,1200,262,62,L,1016
05,03,1200,48,184,L,1019
05,03,1200,232,144,L,988
05,03,1200,684,230,L,1004
05,03,1200,179,248,L,988
05,03,1200,242,287,L,985
05,03,1200,242,287,L,985
05,03,1200,210,331,L,973
05,03,1200,441,109,H,1035
05,03,1200,231,144,H,1021
05,03,1200,57,438,H,1036
05,03,1200,389,515,H,1028
12,03,1200,653,206,L,1008
12,03,1200,289,274,L,995
12,03,1200,255,337,L,999
12,03,1200,94,414,L,984
12,03,1200,285,71,H,1026
12,03,1200,591,71,H,1028
12,03,1200,96,148,H,1030
12,03,1200,243,145,H,1025
12,03,1200,158,191,H,1027
12,03,1200,487,375,H,1025
19,03,1200,780,92,L,1000
19,03,1200,254,208,L,979
19,03,1200,331,181,L,984
19,03,1200,123,326,L,983
19,03,1200,16,345,L,987
19,03,1200,355,441,L,1004
19,03,1200,12,447,L,994
19,03,1200,501,164,H,1025
19,03,1200,790,350,H,1018
19,03,1200,572,411,H,1017
19,03,1200,232,520,H,1025
26,03,1200,76,99,L,1015
26,03,1200,369,87,L,1000
26,03,1200,673,98,L,1002
26,03,1200,175,287,L,995
26,03,1200,139,262,L,987
26,03,1200,282,304,L,984
26,03,1200,397,323,L,982
26,03,1200,500,330,L,986
26,03,1200,586,315,L,995
26,03,1200,731,76,H,1016
26,03,1200,244,164,H,1016
26,03,1200,703,166,H,1016
26,03,1200,21,350,H,1040
26,03,1200,137,526,H,1034
06,03,1200,699,99,L,1007
06,03,1200,69,268,L,1004
06,03,1200,623,247,L,1014
06,03,1200,222,285,L,962
06,03,1200,325,408,L,1001
06,03,1200,452,128,H,1034
06,03,1200,348,115,H,1033
06,03,1200,662,383,H,1024
13,03,1200,433,66,L,1012
13,03,1200,649,167,L,1009
13,03,1200,337,219,L,969
13,03,1200,71,386,L,990
13,03,1200,172,413,L,979
13,03,1200,16,443,L,992
13,03,1200,564,454,L,1015
13,03,1200,531,282,H,1021
13,03,1200,698,370,H,1021
13,03,1200,622,426,H,1020
20,03,1200,680,94,L,1014
20,03,1200,641,121,L,1016
20,03,1200,766,125,L,1010
20,03,1200,305,139,L,987
20,03,1200,426,257,L,1016
20,03,1200,120,209,L,994
20,03,1200,759,199,L,1010
20,03,1200,225,244,L,982
20,03,1200,490,280,L,1014
20,03,1200,417,382,L,1014
20,03,1200,172,348,L,978
20,03,1200,482,414,L,1012
20,03,1200,564,455,L,1011
20,03,1200,170,197,H,1009
20,03,1200,619,233,H,1024
27,03,1200,536,260,L,983
27,03,1200,356,342,L,957
27,03,1200,720,71,H,1020
27,03,1200,63,361,H,1038
01,03,1800,749,186,L,1016
01,03,1800,45,152,L,977
01,03,1800,370,224,L,993
01,03,1800,38,222,L,976
01,03,1800,570,313,L,1004
01,03,1800,309,101,H,991
01,03,1800,186,211,H,1026
01,03,1800,251,520,H,1036
01,03,1800,593,492,H,1017
08,03,1800,762,194,L,1013
08,03,1800,219,293,L,998
08,03,1800,312,383,L,979
08,03,1800,2,415,L,1002
08,03,1800,403,401,L,980
08,03,1800,584,524,L,1007
08,03,1800,350,100,H,1030
08,03,1800,53,144,H,1033
08,03,1800,646,200,H,1021
08,03,1800,34,219,H,1033
08,03,1800,125,530,H,1027
15,03,1800,358,41,L,995
15,03,1800,772,62,L,1010
15,03,1800,257,123,L,1028
15,03,1800,416,185,L,993
15,03,1800,255,216,L,1001
15,03,1800,13,290,L,1005
15,03,1800,214,375,L,979
15,03,1800,215,480,L,990
15,03,1800,402,37,H,1001
15,03,1800,96,139,H,1022
15,03,1800,9,180,H,1011
15,03,1800,627,169,H,1021
15,03,1800,476,482,H,1023
22,03,1800,772,19,L,1008
22,03,1800,697,99,L,1010
22,03,1800,347,191,L,974
22,03,1800,443,109,L,990
22,03,1800,52,295,L,985
22,03,1800,536,518,L,1005
22,03,1800,701,200,H,1020
22,03,1800,293,400,H,1037
29,03,1800,130,78,L,1023
29,03,1800,451,107,L,993
29,03,1800,625,84,L,1007
29,03,1800,357,233,L,976
29,03,1800,509,352,L,992
29,03,1800,331,334,L,971
29,03,1800,769,60,H,1022
29,03,1800,250,92,H,1033
29,03,1800,742,118,H,1021
04,03,1800,221,206,L,990
04,03,1800,285,265,L,982
04,03,1800,596,283,L,1003
04,03,1800,192,261,L,989
04,03,1800,630,322,L,1003
04,03,1800,424,82,H,1033
04,03,1800,221,206,H,987
11,03,1800,473,250,L,1005
11,03,1800,583,236,L,1002
11,03,1800,355,324,L,997
11,03,1800,203,310,L,998
11,03,1800,30,441,L,986
11,03,1800,235,491,L,997
11,03,1800,255,94,H,1030
11,03,1800,670,45,H,1030
11,03,1800,91,137,H,1030
11,03,1800,435,479,H,1024
18,03,1800,391,45,L,1006
18,03,1800,613,114,L,1011
18,03,1800,337,258,L,983
18,03,1800,240,216,L,973
18,03,1800,6,344,L,989
18,03,1800,275,483,L,1007
18,03,1800,472,345,H,1018
18,03,1800,762,358,H,1020
25,03,1800,476,57,L,1003
25,03,1800,374,84,L,1001
25,03,1800,649,139,L,992
25,03,1800,128,260,L,977
25,03,1800,426,323,L,989
25,03,1800,355,326,L,987
25,03,1800,605,388,L,994
25,03,1800,560,389,L,995
25,03,1800,257,139,H,1026
25,03,1800,87,140,H,1008
25,03,1800,657,232,H,1012
25,03,1800,492,414,H,991
25,03,1800,194,496,H,1035
02,03,1800,161,167,L,988
02,03,1800,368,230,L,990
02,03,1800,87,186,L,990
02,03,1800,416,281,L,990
02,03,1800,690,227,L,1011
02,03,1800,525,359,L,995
02,03,1800,117,98,H,989
02,03,1800,727,96,H,1007
02,03,1800,296,183,H,1022
02,03,1800,756,342,H,1019
02,03,1800,8,465,H,1040
09,03,1800,774,151,L,1012
09,03,1800,11,236,L,1015
09,03,1800,202,273,L,996
09,03,1800,38,452,L,993
09,03,1800,420,388,L,978
09,03,1800,339,110,H,1029
09,03,1800,722,118,H,1022
09,03,1800,103,147,H,1032
16,03,1800,783,13,L,1014
16,03,1800,474,132,L,1001
16,03,1800,302,167,L,1004
16,03,1800,758,199,L,1016
16,03,1800,238,312,L,974
16,03,1800,24,446,L,993
16,03,1800,232,120,H,1027
16,03,1800,731,101,H,1023
16,03,1800,504,323,H,1025
16,03,1800,569,400,H,1025
23,03,1800,361,37,L,1000
23,03,1800,495,19,L,988
23,03,1800,780,26,L,1010
23,03,1800,10,65,L,1031
23,03,1800,542,159,L,997
23,03,1800,405,197,L,984
23,03,1800,786,186,L,1012
23,03,1800,148,276,L,993
23,03,1800,566,271,L,1004
23,03,1800,706,13,H,1017
23,03,1800,739,120,H,1019
23,03,1800,676,370,H,1019
23,03,1800,594,380,H,1019
23,03,1800,315,435,H,1031
23,03,1800,30,471,H,1035
30,03,1800,495,19,L,1002
30,03,1800,445,216,L,995
30,03,1800,319,278,L,983
30,03,1800,358,361,L,977
30,03,1800,603,349,L,1003
30,03,1800,465,385,L,988
30,03,1800,742,84,H,1025
30,03,1800,247,137,H,1032
30,03,1800,510,270,H,1001
30,03,1800,564,269,H,1008
03,03,1800,203,91,L,1002
03,03,1800,97,120,L,1002
03,03,1800,338,261,L,990
03,03,1800,762,195,L,1014
03,03,1800,524,276,L,999
03,03,1800,95,238,L,999
03,03,1800,296,324,L,992
03,03,1800,345,372,L,995
03,03,1800,553,341,L,992
03,03,1800,646,374,L,1007
03,03,1800,352,74,H,1027
03,03,1800,161,215,H,1013
03,03,1800,66,471,H,1039
10,03,1800,544,265,L,992
10,03,1800,175,281,L,996
10,03,1800,287,293,L,1003
10,03,1800,495,352,L,995
10,03,1800,665,386,L,1004
10,03,1800,183,449,L,993
10,03,1800,126,79,H,1032
10,03,1800,520,106,H,1026
10,03,1800,315,112,H,1023
10,03,1800,734,79,H,1024
10,03,1800,449,120,H,1027
10,03,1800,226,142,H,1021
10,03,1800,74,375,H,1020
10,03,1800,41,394,H,1020
17,03,1800,547,98,L,1011
17,03,1800,305,172,L,989
17,03,1800,260,241,L,979
17,03,1800,268,307,L,977
17,03,1800,254,405,L,990
17,03,1800,513,533,L,1015
17,03,1800,717,57,H,1021
17,03,1800,441,123,H,1029
17,03,1800,638,237,H,1021
17,03,1800,618,375,H,1023
17,03,1800,33,446,H,1016
17,03,1800,335,530,H,1021
24,03,1800,375,71,L,998
24,03,1800,536,63,L,993
24,03,1800,646,186,L,1001
24,03,1800,474,213,L,995
24,03,1800,74,219,L,1004
24,03,1800,629,264,L,1003
24,03,1800,318,279,L,999
24,03,1800,191,260,L,1001
24,03,1800,30,328,L,991
24,03,1800,500,452,L,1003
24,03,1800,542,482,L,1003
24,03,1800,469,508,L,1003
24,03,1800,90,74,H,1027
24,03,1800,249,129,H,1031
24,03,1800,460,367,H,1016
24,03,1800,760,349,H,1018
24,03,1800,156,454,H,1038
31,03,1800,418,138,L,999
31,03,1800,408,329,L,987
31,03,1800,520,358,L,991
31,03,1800,375,367,L,983
31,03,1800,147,452,L,991
31,03,1800,252,134,H,1042
07,03,1800,351,137,L,1027
07,03,1800,705,82,L,1015
07,03,1800,6,235,L,1031
07,03,1800,696,238,L,1014
07,03,1800,162,266,L,981
07,03,1800,624,272,L,1015
07,03,1800,259,379,L,993
07,03,1800,411,404,L,995
07,03,1800,387,398,L,995
07,03,1800,412,157,H,1032
07,03,1800,737,339,H,1020
07,03,1800,75,530,H,1031
14,03,1800,411,34,L,979
14,03,1800,383,126,L,975
14,03,1800,369,309,L,989
14,03,1800,258,274,L,999
14,03,1800,335,355,L,990
14,03,1800,148,419,L,979
14,03,1800,755,507,L,1004
14,03,1800,156,209,H,1016
14,03,1800,701,350,H,1020
14,03,1800,585,380,H,1020
21,03,1800,704,85,L,1014
21,03,1800,783,156,L,1010
21,03,1800,684,164,L,1017
21,03,1800,306,180,L,959
21,03,1800,555,328,L,1019
21,03,1800,497,461,L,1011
21,03,1800,479,509,L,1011
21,03,1800,795,510,L,1012
21,03,1800,712,342,H,1024
21,03,1800,211,427,H,1035
28,03,1800,394,19,L,995
28,03,1800,420,290,L,967
28,03,1800,364,282,L,967
28,03,1800,350,317,L,971
28,03,1800,762,60,H,1023
28,03,1800,74,190,H,1021
28,03,1800,742,353,H,1021
28,03,1800,517,490,H,1008
28,03,1800,98,509,H,1029
05,03,1800,707,144,L,1008
05,03,1800,229,240,L,984
05,03,1800,712,230,L,1008
05,03,1800,468,268,L,1015
05,03,1800,619,266,L,1011
05,03,1800,279,334,L,964
05,03,1800,556,320,L,1009
05,03,1800,441,120,H,1035
05,03,1800,57,444,H,1034
05,03,1800,421,507,H,1025
12,03,1800,702,145,L,1011
12,03,1800,676,222,L,1009
12,03,1800,308,273,L,989
12,03,1800,120,419,L,982
12,03,1800,335,484,L,1003
12,03,1800,164,458,L,985
12,03,1800,345,41,H,1023
12,03,1800,57,118,H,1029
12,03,1800,158,191,H,1027
12,03,1800,95,154,H,1029
12,03,1800,509,367,H,1023
12,03,1800,692,386,H,1022
12,03,1800,11,400,H,981
12,03,1800,575,389,H,1023
19,03,1800,790,40,L,1003
19,03,1800,689,93,L,1010
19,03,1800,320,159,L,986
19,03,1800,254,200,L,986
19,03,1800,136,315,L,983
19,03,1800,471,416,L,1011
19,03,1800,380,446,L,1008
19,03,1800,38,449,L,992
19,03,1800,525,530,L,1011
19,03,1800,517,167,H,1025
19,03,1800,795,332,H,1018
19,03,1800,285,498,H,1026
26,03,1800,674,87,L,1006
26,03,1800,367,97,L,1001
26,03,1800,404,208,L,985
26,03,1800,195,298,L,989
26,03,1800,350,323,L,977
26,03,1800,395,316,L,978
26,03,1800,742,137,H,1018
26,03,1800,241,170,H,1015
26,03,1800,25,233,H,1038
26,03,1800,267,301,H,981
26,03,1800,63,400,H,1039
06,03,1800,159,79,L,1007
06,03,1800,695,103,L,1008
06,03,1800,775,150,L,1010
06,03,1800,616,268,L,1013
06,03,1800,219,276,L,964
06,03,1800,343,392,L,1000
06,03,1800,534,520,L,1013
06,03,1800,790,48,H,1016
06,03,1800,342,115,H,1033
06,03,1800,432,181,H,1034
06,03,1800,232,146,H,1024
06,03,1800,692,377,H,1023
13,03,1800,720,98,L,1010
13,03,1800,660,153,L,1010
13,03,1800,350,200,L,966
13,03,1800,164,416,L,979
13,03,1800,578,449,L,1014
13,03,1800,77,477,L,991
13,03,1800,744,525,L,1006
13,03,1800,328,46,H,999
13,03,1800,56,202,H,1024
13,03,1800,534,276,H,1020
13,03,1800,734,361,H,1020
20,03,1800,766,30,L,1014
20,03,1800,304,142,L,990
20,03,1800,758,197,L,1012
20,03,1800,224,231,L,973
20,03,1800,443,238,L,1016
20,03,1800,419,408,L,1015
20,03,1800,473,413,L,1011
20,03,1800,561,441,L,1011
20,03,1800,54,531,L,1015
20,03,1800,627,233,H,1023
20,03,1800,304,493,H,1031
27,03,1800,539,243,L,985
27,03,1800,758,331,L,1003
27,03,1800,356,342,L,956
27,03,1800,449,21,H,1015
27,03,1800,755,76,H,1024
27,03,1800,43,142,H,1031
27,03,1800,130,380,H,1036
05,04,0000,311,82,L,1006
05,04,0000,597,38,L,1009
05,04,0000,392,157,L,1002
05,04,0000,455,189,L,1000
05,04,0000,239,221,L,1002
05,04,0000,218,260,L,1003
05,04,0000,337,353,L,970
05,04,0000,216,488,L,986
05,04,0000,295,518,L,985
05,04,0000,685,535,L,1007
05,04,0000,736,21,H,1019
05,04,0000,485,52,H,1023
05,04,0000,52,145,H,1033
05,04,0000,211,123,H,1025
05,04,0000,30,216,H,1033
05,04,0000,621,309,H,1024
05,04,0000,38,535,H,1018
12,04,0000,334,109,L,1002
12,04,0000,241,68,L,1001
12,04,0000,126,84,L,1005
12,04,0000,298,175,L,986
12,04,0000,280,216,L,986
12,04,0000,782,186,L,1016
12,04,0000,279,358,L,1003
12,04,0000,218,428,L,1009
12,04,0000,720,30,H,1024
12,04,0000,155,226,H,1014
12,04,0000,533,263,H,1035
12,04,0000,24,435,H,1036
19,04,0000,572,98,L,990
19,04,0000,304,90,L,997
19,04,0000,728,150,L,1006
19,04,0000,386,189,L,1001
19,04,0000,435,219,L,1000
19,04,0000,115,224,L,1009
19,04,0000,711,227,L,1008
19,04,0000,594,322,L,1006
19,04,0000,151,285,L,1010
19,04,0000,736,364,L,1010
19,04,0000,52,402,L,996
19,04,0000,98,471,L,1004
19,04,0000,272,500,L,1010
19,04,0000,435,441,L,1015
19,04,0000,736,57,H,1012
19,04,0000,200,153,H,1022
19,04,0000,507,341,H,1027
19,04,0000,342,350,H,1029
26,04,0000,478,72,L,1004
26,04,0000,371,162,L,1003
26,04,0000,453,254,L,999
26,04,0000,84,266,L,993
26,04,0000,339,379,L,1001
26,04,0000,535,443,L,1007
26,04,0000,590,395,L,1008
26,04,0000,200,144,H,1027
26,04,0000,574,250,H,1012
26,04,0000,740,335,H,1017
26,04,0000,178,492,H,1031
01,04,0000,395,326,L,986
01,04,0000,444,280,L,989
01,04,0000,302,362,L,990
01,04,0000,383,364,L,985
01,04,0000,608,424,L,1007
01,04,0000,151,446,L,989
01,04,0000,241,145,H,1042
01,04,0000,140,160,H,1032
01,04,0000,680,261,H,1020
01,04,0000,740,269,H,1020
08,04,0000,195,109,L,1007
08,04,0000,790,85,L,1007
08,04,0000,771,189,L,1006
08,04,0000,335,227,L,966
08,04,0000,392,379,L,993
08,04,0000,556,422,L,1011
08,04,0000,9,132,H,1026
08,04,0000,630,180,H,1025
08,04,0000,263,445,H,1021
15,04,0000,488,65,L,988
15,04,0000,109,78,L,1025
15,04,0000,277,133,L,989
15,04,0000,59,249,L,990
15,04,0000,22,260,L,990
15,04,0000,510,394,L,1019
15,04,0000,737,440,L,1009
15,04,0000,183,87,H,1025
15,04,0000,703,74,H,1022
15,04,0000,662,252,H,1022
15,04,0000,214,421,H,1035
15,04,0000,515,454,H,1024
22,04,0000,272,59,L,1004
22,04,0000,572,112,L,1000
22,04,0000,64,132,L,999
22,04,0000,99,133,L,998
22,04,0000,296,100,L,1006
22,04,0000,653,193,L,1009
22,04,0000,183,351,L,1007
22,04,0000,561,329,L,1008
22,04,0000,734,353,L,1003
22,04,0000,504,430,L,1013
22,04,0000,252,430,L,1008
22,04,0000,662,509,L,1000
22,04,0000,709,62,H,1020
22,04,0000,203,169,H,1025
22,04,0000,359,287,H,1034
22,04,0000,120,501,H,1021
29,04,0000,482,27,L,1025
29,04,0000,682,58,L,1015
29,04,0000,744,60,L,1009
29,04,0000,394,222,L,994
29,04,0000,35,260,L,1009
29,04,0000,394,222,L,1000
29,04,0000,356,319,L,999
29,04,0000,5,504,L,998
29,04,0000,594,504,L,1006
29,04,0000,550,90,H,1030
29,04,0000,161,213,H,1029
29,04,0000,542,285,H,1027
29,04,0000,145,350,H,1025
29,04,0000,268,531,H,1030
06,04,0000,49,101,L,1010
06,04,0000,391,134,L,1002
06,04,0000,465,172,L,1000
06,04,0000,765,207,L,1012
06,04,0000,16,437,L,999
06,04,0000,353,377,L,959
06,04,0000,261,116,H,1021
06,04,0000,703,71,H,1023
06,04,0000,161,211,H,1027
06,04,0000,22,227,H,1026
06,04,0000,649,307,H,1025
13,04,0000,319,92,L,984
13,04,0000,342,186,L,986
13,04,0000,263,291,L,1001
13,04,0000,795,530,L,1005
13,04,0000,539,276,H,1033
13,04,0000,85,455,H,1041
20,04,0000,498,49,L,991
20,04,0000,126,65,L,1002
20,04,0000,396,140,L,1011
20,04,0000,525,185,L,1002
20,04,0000,189,216,L,992
20,04,0000,427,212,L,1013
20,04,0000,701,230,L,998
20,04,0000,625,240,L,1008
20,04,0000,183,334,L,997
20,04,0000,561,315,L,1007
20,04,0000,383,455,L,1015
20,04,0000,624,27,H,1018
20,04,0000,626,241,H,1013
20,04,0000,358,298,H,1029
20,04,0000,638,369,H,1020
27,04,0000,520,36,L,1010
27,04,0000,103,247,L,997
27,04,0000,407,356,L,1000
27,04,0000,709,423,L,1001
27,04,0000,440,442,L,998
27,04,0000,584,530,L,1001
27,04,0000,762,34,H,1022
27,04,0000,627,175,H,1019
27,04,0000,175,499,H,1029
07,04,0000,109,194,L,1004
07,04,0000,262,484,L,999
07,04,0000,706,57,H,1021
07,04,0000,588,185,H,1021
07,04,0000,602,318,H,1025
14,04,0000,340,84,L,980
14,04,0000,240,238,L,994
14,04,0000,762,430,L,1006
14,04,0000,174,100,H,1021
14,04,0000,59,150,H,1023
14,04,0000,307,184,H,1005
14,04,0000,615,251,H,1026
14,04,0000,543,279,H,1027
14,04,0000,518,423,H,1027
14,04,0000,122,486,H,1039
21,04,0000,47,214,L,979
21,04,0000,469,238,L,1019
21,04,0000,654,139,L,999
21,04,0000,232,183,L,990
21,04,0000,506,250,L,1018
21,04,0000,634,275,L,1007
21,04,0000,245,378,L,1003
21,04,0000,191,425,L,1007
21,04,0000,682,446,L,1001
21,04,0000,363,129,H,1032
21,04,0000,153,232,H,1017
21,04,0000,397,241,H,1032
21,04,0000,785,272,H,1016
21,04,0000,71,421,H,1024
28,04,0000,464,101,L,1017
28,04,0000,45,116,L,986
28,04,0000,324,285,L,1006
28,04,0000,181,244,L,1010
28,04,0000,774,439,L,1002
28,04,0000,574,521,L,1001
28,04,0000,31,495,L,1005
28,04,0000,345,18,H,1031
28,04,0000,256,480,H,1028
04,04,0000,509,27,L,989
04,04,0000,287,84,L,1014
04,04,0000,424,240,L,995
04,04,0000,234,226,L,1014
04,04,0000,356,356,L,991
04,04,0000,225,439,L,987
04,04,0000,90,416,L,993
04,04,0000,705,481,L,1008
04,04,0000,390,69,H,1020
04,04,0000,731,117,H,1021
04,04,0000,22,161,H,1038
04,04,0000,309,164,H,1021
04,04,0000,597,389,H,1022
04,04,0000,515,449,H,1022
11,04,0000,112,125,L,1006
11,04,0000,278,241,L,984
11,04,0000,743,219,L,1013
11,04,0000,581,340,L,1021
11,04,0000,225,320,L,982
11,04,0000,200,131,H,1014
11,04,0000,160,205,H,1012
11,04,0000,531,254,H,1034
11,04,0000,480,379,H,1036
18,04,0000,693,135,L,999
18,04,0000,325,194,L,1007
18,04,0000,173,255,L,1015
18,04,0000,687,222,L,998
18,04,0000,106,247,L,1015
18,04,0000,637,263,L,1003
18,04,0000,71,412,L,1007
18,04,0000,247,518,L,1008
18,04,0000,484,448,L,1013
18,04,0000,627,439,L,1009
18,04,0000,781,59,H,1017
18,04,0000,306,354,H,1031
18,04,0000,603,391,H,1017
25,04,0000,378,117,L,1006
25,04,0000,539,131,L,998
25,04,0000,694,125,L,1004
25,04,0000,416,197,L,1004
25,04,0000,539,131,L,1003
25,04,0000,296,265,L,1010
25,04,0000,222,271,L,1006
25,04,0000,28,370,L,1003
25,04,0000,556,326,L,1005
25,04,0000,755,52,H,1020
25,04,0000,154,230,H,1028
25,04,0000,671,397,H,1017
02,04,0000,485,200,L,992
02,04,0000,416,282,L,995
02,04,0000,224,463,L,989
02,04,0000,309,438,L,988
02,04,0000,131,496,L,996
02,04,0000,131,171,H,1036
02,04,0000,213,191,H,1042
02,04,0000,608,402,H,1024
09,04,0000,198,103,L,1011
09,04,0000,344,161,L,984
09,04,0000,117,407,L,990
09,04,0000,427,307,L,992
09,04,0000,57,485,L,987
09,04,0000,739,31,H,1024
09,04,0000,160,212,H,1018
09,04,0000,387,471,H,1030
16,04,0000,328,116,L,1007
16,04,0000,356,178,L,1000
16,04,0000,638,148,L,1003
16,04,0000,604,184,L,1004
16,04,0000,69,238,L,997
16,04,0000,562,255,L,1002
16,04,0000,751,418,L,1007
16,04,0000,536,498,L,1021
16,04,0000,728,46,H,1023
16,04,0000,96,137,H,1023
16,04,0000,446,233,H,991
16,04,0000,238,197,H,1028
16,04,0000,671,263,H,1015
16,04,0000,254,389,H,1038
16,04,0000,684,528,H,1016
23,04,0000,307,65,L,1013
23,04,0000,492,87,L,1002
23,04,0000,33,293,L,990
23,04,0000,577,314,L,1008
23,04,0000,757,361,L,998
23,04,0000,260,362,L,1018
23,04,0000,742,79,H,1025
23,04,0000,553,197,H,1024
23,04,0000,309,252,H,1034
23,04,0000,211,471,H,1026
23,04,0000,626,512,H,1012
30,04,0000,429,77,L,1016
30,04,0000,136,161,L,1018
30,04,0000,369,251,L,1001
30,04,0000,789,175,L,1008
30,04,0000,332,249,L,1001
30,04,0000,559,384,L,1013
30,04,0000,350,334,L,1001
30,04,0000,52,433,L,990
30,04,0000,638,438,L,1007
30,04,0000,70,492,L,998
30,04,0000,312,60,H,1027
30,04,0000,580,95,H,1034
30,04,0000,22,227,H,1039
30,04,0000,185,295,H,1030
03,04,0000,375,63,L,1010
03,04,0000,547,112,L,983
03,04,0000,260,71,L,1016
03,04,0000,764,197,L,1011
03,04,0000,314,331,L,997
03,04,0000,408,312,L,992
03,04,0000,289,416,L,987
03,04,0000,243,430,L,983
03,04,0000,749,38,H,1019
03,04,0000,296,164,H,1029
03,04,0000,30,173,H,1035
03,04,0000,629,251,H,1021
03,04,0000,646,312,H,1021
03,04,0000,495,501,H,1021
10,04,0000,570,43,L,1015
10,04,0000,66,63,L,1002
10,04,0000,345,93,L,992
10,04,0000,243,207,L,1003
10,04,0000,291,225,L,1002
10,04,0000,557,323,L,1012
10,04,0000,211,333,L,981
10,04,0000,164,411,L,978
10,04,0000,503,23,H,1020
10,04,0000,155,205,H,1018
10,04,0000,25,233,H,1025
10,04,0000,482,389,H,1034
17,04,0000,262,109,L,1007
17,04,0000,528,91,L,995
17,04,0000,394,222,L,1006
17,04,0000,609,272,L,998
17,04,0000,84,229,L,1008
17,04,0000,255,225,L,1008
17,04,0000,736,309,L,1000
17,04,0000,28,403,L,1012
17,04,0000,639,415,L,1011
17,04,0000,278,533,L,1009
17,04,0000,524,463,L,1012
17,04,0000,756,59,H,1020
17,04,0000,153,226,H,1022
17,04,0000,262,361,H,1035
24,04,0000,424,90,L,1007
24,04,0000,110,142,L,1003
24,04,0000,628,219,L,1004
24,04,0000,57,202,L,997
24,04,0000,464,217,L,1006
24,04,0000,638,419,L,1009
24,04,0000,725,38,H,1023
24,04,0000,605,60,H,1022
24,04,0000,320,268,H,1028
24,04,0000,107,416,H,1031
24,04,0000,714,386,H,1015
24,04,0000,194,490,H,1032
05,04,0600,604,20,L,1011
05,04,0600,13,62,L,1012
05,04,0600,321,83,L,1006
05,04,0600,790,85,L,1012
05,04,0600,481,155,L,1003
05,04,0600,326,473,L,969
05,04,0600,484,48,H,1027
05,04,0600,206,135,H,1026
05,04,0600,28,215,H,1032
05,04,0600,627,310,H,1025
05,04,0600,341,330,H,971
12,04,0600,126,87,L,1006
12,04,0600,321,151,L,986
12,04,0600,301,172,L,986
12,04,0600,155,213,L,1016
12,04,0600,298,314,L,1000
12,04,0600,723,74,H,1023
12,04,0600,537,276,H,1035
12,04,0600,30,441,H,1037
12,04,0600,515,422,H,1033
19,04,0600,293,87,L,994
19,04,0600,452,216,L,997
19,04,0600,170,265,L,1004
19,04,0600,624,329,L,1006
19,04,0600,133,393,L,999
19,04,0600,41,422,L,1000
19,04,0600,279,495,L,1011
19,04,0600,723,101,H,1014
19,04,0600,291,184,H,1020
19,04,0600,35,303,H,1024
19,04,0600,334,342,H,1027
19,04,0600,520,367,H,1027
26,04,0600,585,97,L,1007
26,04,0600,366,163,L,1003
26,04,0600,775,150,L,1006
26,04,0600,87,249,L,992
26,04,0600,462,246,L,1000
26,04,0600,402,324,L,999
26,04,0600,786,337,L,1017
26,04,0600,361,410,L,999
26,04,0600,605,389,L,1006
26,04,0600,608,526,L,1001
26,04,0600,211,120,H,1026
26,04,0600,641,238,H,1015
26,04,0600,516,374,H,1009
26,04,0600,178,493,H,1029
26,04,0600,528,503,H,1012
01,04,0600,476,112,L,995
01,04,0600,524,255,L,992
01,04,0600,384,333,L,986
